,Team1,Team2,Min_Start,Min_End,T1Score_Begin,T2Score_Begin,T1Score_End,T2Score_End,Margin_Period,Margin_TOT,WCT_Start,WCT_End,Vol_Period,Vol_Total,T1Vol_Period,T2Vol_Period,T1Vol_Total,T2Vol_Total,T1Sent_Period,T2Sent_Period,T1Sent_Total,T2Sent_Total,Margin_Prior,OPA_Margin,VolDiff_Total,VolDiff_Period,SentDiff_Total,SentDiff_Period,UnqIdentifier,VolDiff_Total_Lag1,VolDiff_Total_Lag2,VolDiff_Total_Lag3,VolDiff_Total_Lag4,VolDiff_Total_Lag5,SentDiff_Total_Lag1,SentDiff_Total_Lag2,SentDiff_Total_Lag3,SentDiff_Total_Lag4,SentDiff_Total_Lag5,Margin_TOT_Lag1,Margin_TOT_Lag2,Margin_TOT_Lag3,Margin_TOT_Lag4,Margin_TOT_Lag5,VolDiff_Period_Lag1,VolDiff_Period_Lag2,VolDiff_Period_Lag3,VolDiff_Period_Lag4,VolDiff_Period_Lag5,SentDiff_Period_Lag1,SentDiff_Period_Lag2,SentDiff_Period_Lag3,SentDiff_Period_Lag4,SentDiff_Period_Lag5,Margin_Period_Lag1,Margin_Period_Lag2,Margin_Period_Lag3,Margin_Period_Lag4,Margin_Period_Lag5
386,Syracuse,Dayton,24,25,34,29,39,29,5,10,13:36:37,13:39:17,92,180,61.0,35.0,130.0,52.0,20,-1,56,-5,5,0,78.0,26.0,61,21,SyracuseDayton,52.0,4.0,0.0,0.0,0.0,40,0,0,0,0,5,5,0,-2,-2,48.0,4.0,0.0,0.0,0.0,40,0,0,0,0,0,3,0,0,0
387,Syracuse,Dayton,25,26,39,29,42,31,1,11,13:39:17,13:41:46,117,297,95.0,22.0,225.0,74.0,35,-9,91,-14,10,3,151.0,73.0,105,44,SyracuseDayton,78.0,52.0,4.0,0.0,0.0,61,40,0,0,0,10,5,5,0,-2,26.0,48.0,4.0,0.0,0.0,21,40,0,0,0,5,0,3,0,0
388,Syracuse,Dayton,26,27,42,31,47,33,3,14,13:41:46,13:44:03,61,358,37.0,23.0,262.0,97.0,14,-5,105,-19,11,0,165.0,14.0,124,19,SyracuseDayton,151.0,78.0,52.0,4.0,0.0,105,61,40,0,0,11,10,5,5,0,73.0,26.0,48.0,4.0,0.0,44,21,40,0,0,1,5,0,3,0
389,Syracuse,Dayton,27,28,47,33,47,33,0,14,13:44:03,13:46:40,70,428,43.0,27.0,305.0,124.0,17,-2,122,-21,14,5,181.0,16.0,143,19,SyracuseDayton,165.0,151.0,78.0,52.0,4.0,124,105,61,40,0,14,11,10,5,5,14.0,73.0,26.0,48.0,4.0,19,44,21,40,0,3,1,5,0,3
390,Syracuse,Dayton,28,29,47,33,48,33,1,15,13:46:40,13:49:22,66,494,48.0,18.0,353.0,142.0,-3,0,119,-21,14,1,211.0,30.0,140,-3,SyracuseDayton,181.0,165.0,151.0,78.0,52.0,143,124,105,61,40,14,14,11,10,5,16.0,14.0,73.0,26.0,48.0,19,19,44,21,40,0,3,1,5,0
391,Syracuse,Dayton,29,30,48,33,48,33,0,15,13:49:22,13:51:26,59,553,34.0,28.0,387.0,170.0,10,-1,129,-22,15,3,217.0,6.0,151,11,SyracuseDayton,211.0,181.0,165.0,151.0,78.0,140,143,124,105,61,15,14,14,11,10,30.0,16.0,14.0,73.0,26.0,-3,19,19,44,21,1,0,3,1,5
392,Syracuse,Dayton,30,31,48,33,53,33,5,20,13:51:26,13:54:42,232,785,166.0,66.0,553.0,236.0,64,-1,193,-23,15,0,317.0,100.0,216,65,SyracuseDayton,217.0,211.0,181.0,165.0,151.0,151,140,143,124,105,15,15,14,14,11,6.0,30.0,16.0,14.0,73.0,11,-3,19,19,44,0,1,0,3,1
393,Syracuse,Dayton,31,32,53,33,53,33,0,20,13:54:42,13:56:53,141,926,109.0,33.0,662.0,269.0,28,7,221,-16,20,1,393.0,76.0,237,21,SyracuseDayton,317.0,217.0,211.0,181.0,165.0,216,151,140,143,124,20,15,15,14,14,100.0,6.0,30.0,16.0,14.0,65,11,-3,19,19,5,0,1,0,3
394,Syracuse,Dayton,32,33,53,33,56,33,3,23,13:56:53,13:59:45,101,1027,61.0,44.0,723.0,313.0,18,-3,239,-19,20,0,410.0,17.0,258,21,SyracuseDayton,393.0,317.0,217.0,211.0,181.0,237,216,151,140,143,20,20,15,15,14,76.0,100.0,6.0,30.0,16.0,21,65,11,-3,19,0,5,0,1,0
395,Syracuse,Dayton,33,34,56,33,56,37,-4,19,13:59:45,14:02:07,57,1084,33.0,25.0,756.0,338.0,8,-7,247,-26,23,5,418.0,8.0,273,15,SyracuseDayton,410.0,393.0,317.0,217.0,211.0,258,237,216,151,140,23,20,20,15,15,17.0,76.0,100.0,6.0,30.0,21,21,65,11,-3,3,0,5,0,1
396,Syracuse,Dayton,34,35,56,37,56,39,-2,17,14:02:07,14:04:13,48,1132,35.0,17.0,791.0,355.0,-18,-3,229,-29,19,0,436.0,18.0,258,-15,SyracuseDayton,418.0,410.0,393.0,317.0,217.0,273,258,237,216,151,19,23,20,20,15,8.0,17.0,76.0,100.0,6.0,15,21,21,65,11,-4,3,0,5,0
397,Syracuse,Dayton,35,36,56,39,58,41,0,17,14:04:13,14:07:03,88,1220,65.0,24.0,856.0,379.0,-47,1,182,-28,17,3,477.0,41.0,210,-48,SyracuseDayton,436.0,418.0,410.0,393.0,317.0,258,273,258,237,216,17,19,23,20,20,18.0,8.0,17.0,76.0,100.0,-15,15,21,21,65,-2,-4,3,0,5
398,Syracuse,Dayton,36,37,58,41,59,43,-1,16,14:07:03,14:09:53,65,1285,46.0,18.0,902.0,397.0,-24,-7,158,-35,17,-4,505.0,28.0,193,-17,SyracuseDayton,477.0,436.0,418.0,410.0,393.0,210,258,273,258,237,17,17,19,23,20,41.0,18.0,8.0,17.0,76.0,-48,-15,15,21,21,0,-2,-4,3,0
399,Syracuse,Dayton,37,38,59,43,64,48,0,16,14:09:53,14:12:35,49,1334,28.0,19.0,930.0,416.0,-5,0,153,-35,16,-2,514.0,9.0,188,-5,SyracuseDayton,505.0,477.0,436.0,418.0,410.0,193,210,258,273,258,16,17,17,19,23,28.0,41.0,18.0,8.0,17.0,-17,-48,-15,15,21,-1,0,-2,-4,3
400,Syracuse,Dayton,38,39,64,48,68,48,4,20,14:12:35,14:15:02,93,1427,71.0,19.0,1001.0,435.0,10,5,163,-30,16,0,566.0,52.0,193,5,SyracuseDayton,514.0,505.0,477.0,436.0,418.0,188,193,210,258,273,16,16,17,17,19,9.0,28.0,41.0,18.0,8.0,-5,-17,-48,-15,15,0,-1,0,-2,-4
401,Syracuse,Dayton,39,40,68,48,70,51,-1,19,14:15:02,14:16:45,88,1515,72.0,19.0,1073.0,454.0,4,4,167,-26,20,-1,619.0,53.0,193,0,SyracuseDayton,566.0,514.0,505.0,477.0,436.0,193,188,193,210,258,20,16,16,17,17,52.0,9.0,28.0,41.0,18.0,5,-5,-17,-48,-15,4,0,-1,0,-2
402,VCU,Oregon State,0,1,0,0,3,0,0,3,13:30:00,13:32:16,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,NA,0.0,0.0,0,0,VCUOregon State,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,VCU,Oregon State,1,2,3,0,3,2,-2,1,13:32:16,13:35:18,22,22,16.0,4.0,16.0,4.0,0,1,0,1,3,NA,12.0,12.0,-1,-1,VCUOregon State,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,3,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
404,VCU,Oregon State,2,3,3,2,5,2,2,3,13:35:18,13:37:53,44,66,35.0,9.0,51.0,13.0,6,1,6,2,1,NA,38.0,26.0,4,5,VCUOregon State,12.0,0.0,NA,NA,NA,-1,0,NA,NA,NA,1,3,NA,NA,NA,12.0,0.0,NA,NA,NA,-1,0,NA,NA,NA,-2,0,NA,NA,NA
405,VCU,Oregon State,3,4,5,2,7,4,0,3,13:37:53,13:39:40,60,126,52.0,14.0,103.0,27.0,5,1,11,3,3,0,76.0,38.0,8,4,VCUOregon State,38.0,12.0,0.0,NA,NA,4,-1,0,NA,NA,3,1,3,NA,NA,26.0,12.0,0.0,NA,NA,5,-1,0,NA,NA,2,-2,0,NA,NA
406,VCU,Oregon State,4,5,7,4,9,5,1,4,13:39:40,13:42:45,64,190,46.0,17.0,149.0,44.0,0,-1,11,2,3,-2,105.0,29.0,9,1,VCUOregon State,76.0,38.0,12.0,0.0,NA,8,4,-1,0,NA,3,3,1,3,NA,38.0,26.0,12.0,0.0,NA,4,5,-1,0,NA,0,2,-2,0,NA
407,VCU,Oregon State,5,6,9,5,11,5,2,6,13:42:45,13:45:30,58,248,42.0,14.0,191.0,58.0,-4,1,7,3,4,2,133.0,28.0,4,-5,VCUOregon State,105.0,76.0,38.0,12.0,0.0,9,8,4,-1,0,4,3,3,1,3,29.0,38.0,26.0,12.0,0.0,1,4,5,-1,0,1,0,2,-2,0
408,VCU,Oregon State,6,7,11,5,11,7,-2,4,13:45:30,13:48:13,54,302,43.0,22.0,234.0,80.0,10,8,17,11,6,0,154.0,21.0,6,2,VCUOregon State,133.0,105.0,76.0,38.0,12.0,4,9,8,4,-1,6,4,3,3,1,28.0,29.0,38.0,26.0,12.0,-5,1,4,5,-1,2,1,0,2,-2
409,VCU,Oregon State,7,8,11,7,11,7,0,4,13:48:13,13:50:12,37,339,27.0,15.0,261.0,95.0,3,-1,20,10,4,1,166.0,12.0,10,4,VCUOregon State,154.0,133.0,105.0,76.0,38.0,6,4,9,8,4,4,6,4,3,3,21.0,28.0,29.0,38.0,26.0,2,-5,1,4,5,-2,2,1,0,2
410,VCU,Oregon State,8,9,11,7,13,10,-1,3,13:50:12,13:52:49,31,370,18.0,15.0,279.0,110.0,2,9,22,19,4,2,169.0,3.0,3,-7,VCUOregon State,166.0,154.0,133.0,105.0,76.0,10,6,4,9,8,4,4,6,4,3,12.0,21.0,28.0,29.0,38.0,4,2,-5,1,4,0,-2,2,1,0
411,VCU,Oregon State,9,10,13,10,15,15,-3,0,13:52:49,13:56:26,78,448,48.0,31.0,327.0,141.0,4,2,26,21,3,-2,186.0,17.0,5,2,VCUOregon State,169.0,166.0,154.0,133.0,105.0,3,10,6,4,9,3,4,4,6,4,3.0,12.0,21.0,28.0,29.0,-7,4,2,-5,1,-1,0,-2,2,1
412,VCU,Oregon State,10,11,15,15,15,17,-2,-2,13:56:26,13:58:58,30,478,18.0,10.0,345.0,151.0,3,0,29,21,0,0,194.0,8.0,8,3,VCUOregon State,186.0,169.0,166.0,154.0,133.0,5,3,10,6,4,0,3,4,4,6,17.0,3.0,12.0,21.0,28.0,2,-7,4,2,-5,-3,-1,0,-2,2
413,VCU,Oregon State,11,12,15,17,17,20,-1,-3,13:58:58,14:01:36,22,500,13.0,10.0,358.0,161.0,5,-1,34,20,-2,-1,197.0,3.0,14,6,VCUOregon State,194.0,186.0,169.0,166.0,154.0,8,5,3,10,6,-2,0,3,4,4,8.0,17.0,3.0,12.0,21.0,3,2,-7,4,2,-2,-3,-1,0,-2
414,VCU,Oregon State,12,13,17,20,21,20,4,1,14:01:36,14:04:41,63,563,44.0,21.0,402.0,182.0,5,2,39,22,-3,-3,220.0,23.0,17,3,VCUOregon State,197.0,194.0,186.0,169.0,166.0,14,8,5,3,10,-3,-2,0,3,4,3.0,8.0,17.0,3.0,12.0,6,3,2,-7,4,-1,-2,-3,-1,0
415,VCU,Oregon State,13,14,21,20,21,20,0,1,14:04:41,14:06:47,44,607,37.0,12.0,439.0,194.0,3,-3,42,19,1,-2,245.0,25.0,23,6,VCUOregon State,220.0,197.0,194.0,186.0,169.0,17,14,8,5,3,1,-3,-2,0,3,23.0,3.0,8.0,17.0,3.0,3,6,3,2,-7,4,-1,-2,-3,-1
416,VCU,Oregon State,14,15,21,20,23,20,2,3,14:06:47,14:09:40,44,651,31.0,14.0,470.0,208.0,0,1,42,20,1,-1,262.0,17.0,22,-1,VCUOregon State,245.0,220.0,197.0,194.0,186.0,23,17,14,8,5,1,1,-3,-2,0,25.0,23.0,3.0,8.0,17.0,6,3,6,3,2,0,4,-1,-2,-3
417,VCU,Oregon State,15,16,23,20,24,20,1,4,14:09:40,14:11:54,27,678,19.0,9.0,489.0,217.0,-3,3,39,23,3,4,272.0,10.0,16,-6,VCUOregon State,262.0,245.0,220.0,197.0,194.0,22,23,17,14,8,3,1,1,-3,-2,17.0,25.0,23.0,3.0,8.0,-1,6,3,6,3,2,0,4,-1,-2
418,VCU,Oregon State,16,17,24,20,26,22,0,4,14:11:54,14:15:04,37,715,23.0,20.0,512.0,237.0,2,-3,41,20,4,0,275.0,3.0,21,5,VCUOregon State,272.0,262.0,245.0,220.0,197.0,16,22,23,17,14,4,3,1,1,-3,10.0,17.0,25.0,23.0,3.0,-6,-1,6,3,6,1,2,0,4,-1
419,VCU,Oregon State,17,18,26,22,30,24,2,6,14:15:04,14:18:03,47,762,36.0,12.0,548.0,249.0,8,1,49,21,4,2,299.0,24.0,28,7,VCUOregon State,275.0,272.0,262.0,245.0,220.0,21,16,22,23,17,4,4,3,1,1,3.0,10.0,17.0,25.0,23.0,5,-6,-1,6,3,0,1,2,0,4
420,VCU,Oregon State,18,19,30,24,32,28,-2,4,14:18:03,14:19:50,39,801,31.0,11.0,579.0,260.0,-3,4,46,25,6,1,319.0,20.0,21,-7,VCUOregon State,299.0,275.0,272.0,262.0,245.0,28,21,16,22,23,6,4,4,3,1,24.0,3.0,10.0,17.0,25.0,7,5,-6,-1,6,2,0,1,2,0
421,VCU,Oregon State,19,20,32,28,36,28,4,8,14:19:50,14:23:19,115,916,90.0,36.0,669.0,296.0,-23,6,23,31,4,0,373.0,54.0,-8,-29,VCUOregon State,319.0,299.0,275.0,272.0,262.0,21,28,21,16,22,4,6,4,4,3,20.0,24.0,3.0,10.0,17.0,-7,7,5,-6,-1,-2,2,0,1,2
422,VCU,Oregon State,20,21,36,28,38,28,2,10,14:23:19,14:44:31,238,1154,165.0,84.0,834.0,380.0,-25,2,-2,33,8,2,454.0,81.0,-35,-27,VCUOregon State,373.0,319.0,299.0,275.0,272.0,-8,21,28,21,16,8,4,6,4,4,54.0,20.0,24.0,3.0,10.0,-29,-7,7,5,-6,4,-2,2,0,1
423,VCU,Oregon State,21,22,38,28,38,33,-5,5,14:44:31,14:48:32,57,1211,38.0,18.0,872.0,398.0,-1,0,-3,33,10,-2,474.0,20.0,-36,-1,VCUOregon State,454.0,373.0,319.0,299.0,275.0,-35,-8,21,28,21,10,8,4,6,4,81.0,54.0,20.0,24.0,3.0,-27,-29,-7,7,5,2,4,-2,2,0
424,VCU,Oregon State,22,23,38,33,40,35,0,5,14:48:32,14:51:10,50,1261,40.0,20.0,912.0,418.0,-2,-6,-5,27,5,4,494.0,20.0,-32,4,VCUOregon State,474.0,454.0,373.0,319.0,299.0,-36,-35,-8,21,28,5,10,8,4,6,20.0,81.0,54.0,20.0,24.0,-1,-27,-29,-7,7,-5,2,4,-2,2
425,VCU,Oregon State,23,24,40,35,42,37,0,5,14:51:10,14:53:45,36,1297,29.0,16.0,941.0,434.0,5,6,0,33,5,2,507.0,13.0,-33,-1,VCUOregon State,494.0,474.0,454.0,373.0,319.0,-32,-36,-35,-8,21,5,5,10,8,4,20.0,20.0,81.0,54.0,20.0,4,-1,-27,-29,-7,0,-5,2,4,-2
426,VCU,Oregon State,24,25,42,37,45,37,3,8,14:53:45,14:56:01,26,1323,22.0,6.0,963.0,440.0,0,3,0,36,5,-5,523.0,16.0,-36,-3,VCUOregon State,507.0,494.0,474.0,454.0,373.0,-33,-32,-36,-35,-8,5,5,5,10,8,13.0,20.0,20.0,81.0,54.0,-1,4,-1,-27,-29,0,0,-5,2,4
427,VCU,Oregon State,25,26,45,37,47,38,1,9,14:56:01,14:59:00,23,1346,15.0,12.0,978.0,452.0,-8,0,-8,36,8,0,526.0,3.0,-44,-8,VCUOregon State,523.0,507.0,494.0,474.0,454.0,-36,-33,-32,-36,-35,8,5,5,5,10,16.0,13.0,20.0,20.0,81.0,-3,-1,4,-1,-27,3,0,0,-5,2
428,VCU,Oregon State,26,27,47,38,47,39,-1,8,14:59:00,15:01:49,42,1388,26.0,21.0,1004.0,473.0,-4,-4,-12,32,9,0,531.0,5.0,-44,0,VCUOregon State,526.0,523.0,507.0,494.0,474.0,-44,-36,-33,-32,-36,9,8,5,5,5,3.0,16.0,13.0,20.0,20.0,-8,-3,-1,4,-1,1,3,0,0,-5
429,VCU,Oregon State,27,28,47,39,47,41,-2,6,15:01:49,15:04:05,22,1410,18.0,14.0,1022.0,487.0,5,-1,-7,31,8,3,535.0,4.0,-38,6,VCUOregon State,531.0,526.0,523.0,507.0,494.0,-44,-44,-36,-33,-32,8,9,8,5,5,5.0,3.0,16.0,13.0,20.0,0,-8,-3,-1,4,-1,1,3,0,0
430,VCU,Oregon State,28,29,47,41,49,44,-1,5,15:04:05,15:06:35,20,1430,13.0,8.0,1035.0,495.0,3,-2,-4,29,6,1,540.0,5.0,-33,5,VCUOregon State,535.0,531.0,526.0,523.0,507.0,-38,-44,-44,-36,-33,6,8,9,8,5,4.0,5.0,3.0,16.0,13.0,6,0,-8,-3,-1,-2,-1,1,3,0
431,VCU,Oregon State,29,30,49,44,49,49,-5,0,15:06:35,15:09:42,76,1506,41.0,59.0,1076.0,554.0,10,9,6,38,5,-1,522.0,-18.0,-32,1,VCUOregon State,540.0,535.0,531.0,526.0,523.0,-33,-38,-44,-44,-36,5,6,8,9,8,5.0,4.0,5.0,3.0,16.0,5,6,0,-8,-3,-1,-2,-1,1,3
432,VCU,Oregon State,30,31,49,49,49,51,-2,-2,15:09:42,15:12:42,132,1638,59.0,88.0,1135.0,642.0,7,28,13,66,0,-2,493.0,-29.0,-53,-21,VCUOregon State,522.0,540.0,535.0,531.0,526.0,-32,-33,-38,-44,-44,0,5,6,8,9,-18.0,5.0,4.0,5.0,3.0,1,5,6,0,-8,-5,-1,-2,-1,1
433,VCU,Oregon State,31,32,49,51,52,52,2,0,15:12:42,15:15:27,166,1804,116.0,55.0,1251.0,697.0,6,27,19,93,-2,-1,554.0,61.0,-74,-21,VCUOregon State,493.0,522.0,540.0,535.0,531.0,-53,-32,-33,-38,-44,-2,0,5,6,8,-29.0,-18.0,5.0,4.0,5.0,-21,1,5,6,0,-2,-5,-1,-2,-1
434,VCU,Oregon State,32,33,52,52,55,52,3,3,15:15:27,15:17:28,171,1975,145.0,32.0,1396.0,729.0,7,12,26,105,0,-5,667.0,113.0,-79,-5,VCUOregon State,554.0,493.0,522.0,540.0,535.0,-74,-53,-32,-33,-38,0,-2,0,5,6,61.0,-29.0,-18.0,5.0,4.0,-21,-21,1,5,6,2,-2,-5,-1,-2
435,VCU,Oregon State,33,34,55,52,58,52,3,6,15:17:28,15:20:35,86,2061,67.0,19.0,1463.0,748.0,6,9,32,114,3,-2,715.0,48.0,-82,-3,VCUOregon State,667.0,554.0,493.0,522.0,540.0,-79,-74,-53,-32,-33,3,0,-2,0,5,113.0,61.0,-29.0,-18.0,5.0,-5,-21,-21,1,5,3,2,-2,-5,-1
436,VCU,Oregon State,34,35,58,52,58,54,-2,4,15:20:35,15:23:05,50,2111,36.0,14.0,1499.0,762.0,3,7,35,121,6,2,737.0,22.0,-86,-4,VCUOregon State,715.0,667.0,554.0,493.0,522.0,-82,-79,-74,-53,-32,6,3,0,-2,0,48.0,113.0,61.0,-29.0,-18.0,-3,-5,-21,-21,1,3,3,2,-2,-5
437,VCU,Oregon State,35,36,58,54,62,54,4,8,15:23:05,15:25:34,46,2157,33.0,17.0,1532.0,779.0,3,6,38,127,4,3,753.0,16.0,-89,-3,VCUOregon State,737.0,715.0,667.0,554.0,493.0,-86,-82,-79,-74,-53,4,6,3,0,-2,22.0,48.0,113.0,61.0,-29.0,-4,-3,-5,-21,-21,-2,3,3,2,-2
438,VCU,Oregon State,36,37,62,54,68,58,2,10,15:25:34,15:28:50,79,2236,65.0,20.0,1597.0,799.0,11,3,49,130,8,3,798.0,45.0,-81,8,VCUOregon State,753.0,737.0,715.0,667.0,554.0,-89,-86,-82,-79,-74,8,4,6,3,0,16.0,22.0,48.0,113.0,61.0,-3,-4,-3,-5,-21,4,-2,3,3,2
439,VCU,Oregon State,37,38,68,58,70,62,-2,8,15:28:50,15:31:12,46,2282,31.0,14.0,1628.0,813.0,2,0,51,130,10,-2,815.0,17.0,-79,2,VCUOregon State,798.0,753.0,737.0,715.0,667.0,-81,-89,-86,-82,-79,10,8,4,6,3,45.0,16.0,22.0,48.0,113.0,8,-3,-4,-3,-5,2,4,-2,3,3
440,VCU,Oregon State,38,39,70,62,73,62,3,11,15:31:12,15:34:00,116,2398,94.0,26.0,1722.0,839.0,13,-1,64,129,8,4,883.0,68.0,-65,14,VCUOregon State,815.0,798.0,753.0,737.0,715.0,-79,-81,-89,-86,-82,8,10,8,4,6,17.0,45.0,16.0,22.0,48.0,2,8,-3,-4,-3,-2,2,4,-2,3
441,VCU,Oregon State,39,40,73,62,75,67,-3,8,15:34:00,15:36:11,38,2436,26.0,11.0,1748.0,850.0,6,5,70,134,11,2,898.0,15.0,-64,1,VCUOregon State,883.0,815.0,798.0,753.0,737.0,-65,-79,-81,-89,-86,11,8,10,8,4,68.0,17.0,45.0,16.0,22.0,14,2,8,-3,-4,3,-2,2,4,-2
442,Pittsburgh,Wisconsin,0,1,0,0,2,0,0,2,18:50:00,18:52:17,137,0,63.0,62.0,0.0,0.0,-2,5,0,0,0,NA,0.0,1.0,0,-7,PittsburghWisconsin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,Pittsburgh,Wisconsin,1,2,2,0,2,0,0,2,18:52:17,18:54:49,96,233,47.0,43.0,110.0,105.0,8,5,6,10,2,NA,5.0,4.0,-4,3,PittsburghWisconsin,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,1.0,NA,NA,NA,NA,-7,NA,NA,NA,NA,0,NA,NA,NA,NA
444,Pittsburgh,Wisconsin,2,3,2,0,4,0,2,4,18:54:49,18:56:36,65,298,20.0,44.0,130.0,149.0,5,-5,11,5,2,NA,-19.0,-24.0,6,10,PittsburghWisconsin,5.0,0.0,NA,NA,NA,-4,0,NA,NA,NA,2,2,NA,NA,NA,4.0,1.0,NA,NA,NA,3,-7,NA,NA,NA,0,0,NA,NA,NA
445,Pittsburgh,Wisconsin,3,4,4,0,4,3,-3,1,18:56:36,18:59:08,94,392,46.0,42.0,176.0,191.0,10,-3,21,2,4,0,-15.0,4.0,19,13,PittsburghWisconsin,-19.0,5.0,0.0,NA,NA,6,-4,0,NA,NA,4,2,2,NA,NA,-24.0,4.0,1.0,NA,NA,10,3,-7,NA,NA,2,0,0,NA,NA
446,Pittsburgh,Wisconsin,4,5,4,3,6,3,2,3,18:59:08,19:02:05,80,472,38.0,45.0,214.0,236.0,6,10,27,12,1,0,-22.0,-7.0,15,-4,PittsburghWisconsin,-15.0,-19.0,5.0,0.0,NA,19,6,-4,0,NA,1,4,2,2,NA,4.0,-24.0,4.0,1.0,NA,13,10,3,-7,NA,-3,2,0,0,NA
447,Pittsburgh,Wisconsin,5,6,6,3,10,3,4,7,19:02:05,19:04:34,67,539,24.0,39.0,238.0,275.0,10,7,37,19,3,2,-37.0,-15.0,18,3,PittsburghWisconsin,-22.0,-15.0,-19.0,5.0,0.0,15,19,6,-4,0,3,1,4,2,2,-7.0,4.0,-24.0,4.0,1.0,-4,13,10,3,-7,2,-3,2,0,0
448,Pittsburgh,Wisconsin,6,7,10,3,10,3,0,7,19:04:34,19:06:37,82,621,25.0,60.0,263.0,335.0,9,-10,46,9,7,-3,-72.0,-35.0,37,19,PittsburghWisconsin,-37.0,-22.0,-15.0,-19.0,5.0,18,15,19,6,-4,7,3,1,4,2,-15.0,-7.0,4.0,-24.0,4.0,3,-4,13,10,3,4,2,-3,2,0
449,Pittsburgh,Wisconsin,7,8,10,3,10,3,0,7,19:06:37,19:09:01,88,709,45.0,39.0,308.0,374.0,6,1,52,10,7,2,-66.0,6.0,42,5,PittsburghWisconsin,-72.0,-37.0,-22.0,-15.0,-19.0,37,18,15,19,6,7,7,3,1,4,-35.0,-15.0,-7.0,4.0,-24.0,19,3,-4,13,10,0,4,2,-3,2
450,Pittsburgh,Wisconsin,8,9,10,3,13,5,1,8,19:09:01,19:11:53,61,770,19.0,40.0,327.0,414.0,3,13,55,23,7,4,-87.0,-21.0,32,-10,PittsburghWisconsin,-66.0,-72.0,-37.0,-22.0,-15.0,42,37,18,15,19,7,7,7,3,1,6.0,-35.0,-15.0,-7.0,4.0,5,19,3,-4,13,0,0,4,2,-3
451,Pittsburgh,Wisconsin,9,10,13,5,13,6,-1,7,19:11:53,19:14:20,70,840,25.0,44.0,352.0,458.0,1,-3,56,20,8,0,-106.0,-19.0,36,4,PittsburghWisconsin,-87.0,-66.0,-72.0,-37.0,-22.0,32,42,37,18,15,8,7,7,7,3,-21.0,6.0,-35.0,-15.0,-7.0,-10,5,19,3,-4,1,0,0,4,2
452,Pittsburgh,Wisconsin,10,11,13,6,13,6,0,7,19:14:20,19:16:15,57,897,15.0,41.0,367.0,499.0,0,-16,56,4,7,0,-132.0,-26.0,52,16,PittsburghWisconsin,-106.0,-87.0,-66.0,-72.0,-37.0,36,32,42,37,18,7,8,7,7,7,-19.0,-21.0,6.0,-35.0,-15.0,4,-10,5,19,3,-1,1,0,0,4
453,Pittsburgh,Wisconsin,11,12,13,6,16,6,3,10,19:16:15,19:18:29,72,969,31.0,35.0,398.0,534.0,-3,-12,53,-8,7,1,-136.0,-4.0,61,9,PittsburghWisconsin,-132.0,-106.0,-87.0,-66.0,-72.0,52,36,32,42,37,7,7,8,7,7,-26.0,-19.0,-21.0,6.0,-35.0,16,4,-10,5,19,0,-1,1,0,0
454,Pittsburgh,Wisconsin,12,13,16,6,18,6,2,12,19:18:29,19:21:36,119,1088,62.0,52.0,460.0,586.0,0,-13,53,-21,10,-1,-126.0,10.0,74,13,PittsburghWisconsin,-136.0,-132.0,-106.0,-87.0,-66.0,61,52,36,32,42,10,7,7,8,7,-4.0,-26.0,-19.0,-21.0,6.0,9,16,4,-10,5,3,0,-1,1,0
455,Pittsburgh,Wisconsin,13,14,18,6,18,8,-2,10,19:21:36,19:23:58,86,1174,47.0,37.0,507.0,623.0,-1,-6,52,-27,12,0,-116.0,10.0,79,5,PittsburghWisconsin,-126.0,-136.0,-132.0,-106.0,-87.0,74,61,52,36,32,12,10,7,7,8,10.0,-4.0,-26.0,-19.0,-21.0,13,9,16,4,-10,2,3,0,-1,1
456,Pittsburgh,Wisconsin,14,15,18,8,20,8,2,12,19:23:58,19:26:10,77,1251,34.0,43.0,541.0,666.0,4,-4,56,-31,10,3,-125.0,-9.0,87,8,PittsburghWisconsin,-116.0,-126.0,-136.0,-132.0,-106.0,79,74,61,52,36,10,12,10,7,7,10.0,10.0,-4.0,-26.0,-19.0,5,13,9,16,4,-2,2,3,0,-1
457,Pittsburgh,Wisconsin,15,16,20,8,20,10,-2,10,19:26:10,19:29:09,73,1324,34.0,38.0,575.0,704.0,-1,5,55,-26,12,2,-129.0,-4.0,81,-6,PittsburghWisconsin,-125.0,-116.0,-126.0,-136.0,-132.0,87,79,74,61,52,12,10,12,10,7,-9.0,10.0,10.0,-4.0,-26.0,8,5,13,9,16,2,-2,2,3,0
