,Team1,Team2,Min_Start,Min_End,T1Score_Begin,T2Score_Begin,T1Score_End,T2Score_End,Margin_Period,Margin_TOT,WCT_Start,WCT_End,Vol_Period,Vol_Total,T1Vol_Period,T2Vol_Period,T1Vol_Total,T2Vol_Total,T1Sent_Period,T2Sent_Period,T1Sent_Total,T2Sent_Total,Margin_Prior,OPA_Margin,VolDiff_Total,VolDiff_Period,SentDiff_Total,SentDiff_Period,UnqIdentifier,VolDiff_Total_Lag1,VolDiff_Total_Lag2,VolDiff_Total_Lag3,VolDiff_Total_Lag4,VolDiff_Total_Lag5,SentDiff_Total_Lag1,SentDiff_Total_Lag2,SentDiff_Total_Lag3,SentDiff_Total_Lag4,SentDiff_Total_Lag5,Margin_TOT_Lag1,Margin_TOT_Lag2,Margin_TOT_Lag3,Margin_TOT_Lag4,Margin_TOT_Lag5,VolDiff_Period_Lag1,VolDiff_Period_Lag2,VolDiff_Period_Lag3,VolDiff_Period_Lag4,VolDiff_Period_Lag5,SentDiff_Period_Lag1,SentDiff_Period_Lag2,SentDiff_Period_Lag3,SentDiff_Period_Lag4,SentDiff_Period_Lag5,Margin_Period_Lag1,Margin_Period_Lag2,Margin_Period_Lag3,Margin_Period_Lag4,Margin_Period_Lag5
699,Wichita St,Miami,18,19,17,28,19,30,0,-11,12:56:30,12:59:31,101,1332,13.0,64.0,219.0,857.0,-2,10,-29,62,-11,0,-638.0,-51.0,-91,-12,Wichita StMiami,-587.0,-560.0,-540.0,-524.0,-379.0,-79,-70,-71,-80,-71,-11,-11,-12,-12,-14,-27.0,-20.0,-16.0,-145.0,-24.0,-9,1,9,-9,-9,0,1,0,2,2
700,Wichita St,Miami,19,20,19,30,19,32,-2,-13,12:59:31,13:02:27,133,1465,19.0,75.0,238.0,932.0,-3,-3,-32,59,-11,1,-694.0,-56.0,-91,0,Wichita StMiami,-638.0,-587.0,-560.0,-540.0,-524.0,-91,-79,-70,-71,-80,-11,-11,-11,-12,-12,-51.0,-27.0,-20.0,-16.0,-145.0,-12,-9,1,9,-9,0,0,1,0,2
701,Wichita St,Miami,20,21,19,32,21,33,1,-12,13:02:27,13:24:04,664,2129,39.0,475.0,277.0,1407.0,-2,51,-34,110,-13,0,-1130.0,-436.0,-144,-53,Wichita StMiami,-694.0,-638.0,-587.0,-560.0,-540.0,-91,-91,-79,-70,-71,-13,-11,-11,-11,-12,-56.0,-51.0,-27.0,-20.0,-16.0,0,-12,-9,1,9,-2,0,0,1,0
702,Wichita St,Miami,21,22,21,33,21,36,-3,-15,13:24:04,13:27:34,215,2344,44.0,117.0,321.0,1524.0,-3,15,-37,125,-12,0,-1203.0,-73.0,-162,-18,Wichita StMiami,-1130.0,-694.0,-638.0,-587.0,-560.0,-144,-91,-91,-79,-70,-12,-13,-11,-11,-11,-436.0,-56.0,-51.0,-27.0,-20.0,-53,0,-12,-9,1,1,-2,0,0,1
703,Wichita St,Miami,22,23,21,36,21,38,-2,-17,13:27:34,13:30:09,92,2436,9.0,61.0,330.0,1585.0,-3,7,-40,132,-15,-2,-1255.0,-52.0,-172,-10,Wichita StMiami,-1203.0,-1130.0,-694.0,-638.0,-587.0,-162,-144,-91,-91,-79,-15,-12,-13,-11,-11,-73.0,-436.0,-56.0,-51.0,-27.0,-18,-53,0,-12,-9,-3,1,-2,0,0
704,Wichita St,Miami,23,24,21,38,27,38,6,-11,13:30:09,13:32:33,92,2528,8.0,75.0,338.0,1660.0,0,6,-40,138,-17,1,-1322.0,-67.0,-178,-6,Wichita StMiami,-1255.0,-1203.0,-1130.0,-694.0,-638.0,-172,-162,-144,-91,-91,-17,-15,-12,-13,-11,-52.0,-73.0,-436.0,-56.0,-51.0,-10,-18,-53,0,-12,-2,-3,1,-2,0
705,Wichita St,Miami,24,25,27,38,29,38,2,-9,13:32:33,13:34:45,65,2593,3.0,41.0,341.0,1701.0,1,4,-39,142,-11,-3,-1360.0,-38.0,-181,-3,Wichita StMiami,-1322.0,-1255.0,-1203.0,-1130.0,-694.0,-178,-172,-162,-144,-91,-11,-17,-15,-12,-13,-67.0,-52.0,-73.0,-436.0,-56.0,-6,-10,-18,-53,0,6,-2,-3,1,-2
706,Wichita St,Miami,25,26,29,38,32,40,1,-8,13:34:45,13:37:40,121,2714,27.0,71.0,368.0,1772.0,5,-5,-34,137,-9,-2,-1404.0,-44.0,-171,10,Wichita StMiami,-1360.0,-1322.0,-1255.0,-1203.0,-1130.0,-181,-178,-172,-162,-144,-9,-11,-17,-15,-12,-38.0,-67.0,-52.0,-73.0,-436.0,-3,-6,-10,-18,-53,2,6,-2,-3,1
707,Wichita St,Miami,26,27,32,40,35,42,1,-7,13:37:40,13:40:49,289,3003,98.0,82.0,466.0,1854.0,14,3,-20,140,-8,6,-1388.0,16.0,-160,11,Wichita StMiami,-1404.0,-1360.0,-1322.0,-1255.0,-1203.0,-171,-181,-178,-172,-162,-8,-9,-11,-17,-15,-44.0,-38.0,-67.0,-52.0,-73.0,10,-3,-6,-10,-18,1,2,6,-2,-3
708,Wichita St,Miami,27,28,35,42,39,42,4,-3,13:40:49,13:43:11,261,3264,110.0,79.0,576.0,1933.0,3,-9,-17,131,-7,2,-1357.0,31.0,-148,12,Wichita StMiami,-1388.0,-1404.0,-1360.0,-1322.0,-1255.0,-160,-171,-181,-178,-172,-7,-8,-9,-11,-17,16.0,-44.0,-38.0,-67.0,-52.0,11,10,-3,-6,-10,1,1,2,6,-2
709,Wichita St,Miami,28,29,39,42,40,42,1,-2,13:43:11,13:46:04,407,3671,167.0,94.0,743.0,2027.0,35,9,18,140,-3,1,-1284.0,73.0,-122,26,Wichita StMiami,-1357.0,-1388.0,-1404.0,-1360.0,-1322.0,-148,-160,-171,-181,-178,-3,-7,-8,-9,-11,31.0,16.0,-44.0,-38.0,-67.0,12,11,10,-3,-6,4,1,1,2,6
710,Wichita St,Miami,29,30,40,42,43,42,3,1,13:46:04,13:47:28,158,3829,50.0,63.0,793.0,2090.0,8,2,26,142,-2,1,-1297.0,-13.0,-116,6,Wichita StMiami,-1284.0,-1357.0,-1388.0,-1404.0,-1360.0,-122,-148,-160,-171,-181,-2,-3,-7,-8,-9,73.0,31.0,16.0,-44.0,-38.0,26,12,11,10,-3,1,4,1,1,2
711,Wichita St,Miami,30,31,43,42,43,46,-4,-3,13:47:28,13:50:53,191,4020,43.0,100.0,836.0,2190.0,11,0,37,142,1,4,-1354.0,-57.0,-105,11,Wichita StMiami,-1297.0,-1284.0,-1357.0,-1388.0,-1404.0,-116,-122,-148,-160,-171,1,-2,-3,-7,-8,-13.0,73.0,31.0,16.0,-44.0,6,26,12,11,10,3,1,4,1,1
712,Wichita St,Miami,31,32,43,46,45,48,0,-3,13:50:53,13:53:57,146,4166,41.0,62.0,877.0,2252.0,6,1,43,143,-3,1,-1375.0,-21.0,-100,5,Wichita StMiami,-1354.0,-1297.0,-1284.0,-1357.0,-1388.0,-105,-116,-122,-148,-160,-3,1,-2,-3,-7,-57.0,-13.0,73.0,31.0,16.0,11,6,26,12,11,-4,3,1,4,1
713,Wichita St,Miami,32,33,45,48,45,48,0,-3,13:53:57,13:56:19,88,4254,18.0,43.0,895.0,2295.0,1,-3,44,140,-3,3,-1400.0,-25.0,-96,4,Wichita StMiami,-1375.0,-1354.0,-1297.0,-1284.0,-1357.0,-100,-105,-116,-122,-148,-3,-3,1,-2,-3,-21.0,-57.0,-13.0,73.0,31.0,5,11,6,26,12,0,-4,3,1,4
714,Wichita St,Miami,33,34,45,48,45,52,-4,-7,13:56:19,13:58:46,89,4343,9.0,52.0,904.0,2347.0,-6,12,38,152,-3,-4,-1443.0,-43.0,-114,-18,Wichita StMiami,-1400.0,-1375.0,-1354.0,-1297.0,-1284.0,-96,-100,-105,-116,-122,-3,-3,-3,1,-2,-25.0,-21.0,-57.0,-13.0,73.0,4,5,11,6,26,0,0,-4,3,1
715,Wichita St,Miami,34,35,45,52,48,52,3,-4,13:58:46,14:01:13,102,4445,17.0,56.0,921.0,2403.0,-8,1,30,153,-7,0,-1482.0,-39.0,-123,-9,Wichita StMiami,-1443.0,-1400.0,-1375.0,-1354.0,-1297.0,-114,-96,-100,-105,-116,-7,-3,-3,-3,1,-43.0,-25.0,-21.0,-57.0,-13.0,-18,4,5,11,6,-4,0,0,-4,3
716,Wichita St,Miami,35,36,48,52,50,55,-1,-5,14:01:13,14:04:09,132,4577,20.0,83.0,941.0,2486.0,-1,11,29,164,-4,0,-1545.0,-63.0,-135,-12,Wichita StMiami,-1482.0,-1443.0,-1400.0,-1375.0,-1354.0,-123,-114,-96,-100,-105,-4,-7,-3,-3,-3,-39.0,-43.0,-25.0,-21.0,-57.0,-9,-18,4,5,11,3,-4,0,0,-4
717,Wichita St,Miami,36,37,50,55,51,55,1,-4,14:04:09,14:06:56,108,4685,17.0,68.0,958.0,2554.0,5,3,34,167,-5,-4,-1596.0,-51.0,-133,2,Wichita StMiami,-1545.0,-1482.0,-1443.0,-1400.0,-1375.0,-135,-123,-114,-96,-100,-5,-4,-7,-3,-3,-63.0,-39.0,-43.0,-25.0,-21.0,-12,-9,-18,4,5,-1,3,-4,0,0
718,Wichita St,Miami,37,38,51,55,53,57,0,-4,14:06:56,14:09:26,207,4892,18.0,157.0,976.0,2711.0,0,11,34,178,-4,3,-1735.0,-139.0,-144,-11,Wichita StMiami,-1596.0,-1545.0,-1482.0,-1443.0,-1400.0,-133,-135,-123,-114,-96,-4,-5,-4,-7,-3,-51.0,-63.0,-39.0,-43.0,-25.0,2,-12,-9,-18,4,1,-1,3,-4,0
719,Wichita St,Miami,38,39,53,57,53,60,-3,-7,14:09:26,14:11:45,134,5026,10.0,94.0,986.0,2805.0,0,-1,34,177,-4,-1,-1819.0,-84.0,-143,1,Wichita StMiami,-1735.0,-1596.0,-1545.0,-1482.0,-1443.0,-144,-133,-135,-123,-114,-4,-4,-5,-4,-7,-139.0,-51.0,-63.0,-39.0,-43.0,-11,2,-12,-9,-18,0,1,-1,3,-4
720,Wichita St,Miami,39,40,53,60,57,65,-1,-8,14:11:45,14:14:49,236,5262,38.0,154.0,1024.0,2959.0,1,-14,35,163,-7,1,-1935.0,-116.0,-128,15,Wichita StMiami,-1819.0,-1735.0,-1596.0,-1545.0,-1482.0,-143,-144,-133,-135,-123,-7,-4,-4,-5,-4,-84.0,-139.0,-51.0,-63.0,-39.0,1,-11,2,-12,-9,-3,0,1,-1,3
721,Indiana,Kentucky,0,1,0,0,0,2,0,-2,17:15:00,17:17:54,415,0,256.0,75.0,0.0,0.0,6,7,0,0,0,NA,0.0,181.0,0,-1,IndianaKentucky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,Indiana,Kentucky,1,2,0,2,2,4,0,-2,17:17:54,17:20:57,240,655,144.0,47.0,400.0,122.0,-4,-11,2,-4,-2,NA,278.0,97.0,6,7,IndianaKentucky,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,-2,NA,NA,NA,NA,181.0,NA,NA,NA,NA,-1,NA,NA,NA,NA,0,NA,NA,NA,NA
723,Indiana,Kentucky,2,3,2,4,2,6,-2,-4,17:20:57,17:23:54,261,916,182.0,50.0,582.0,172.0,-25,6,-23,2,-2,NA,410.0,132.0,-25,-31,IndianaKentucky,278.0,0.0,NA,NA,NA,6,0,NA,NA,NA,-2,-2,NA,NA,NA,97.0,181.0,NA,NA,NA,7,-1,NA,NA,NA,0,0,NA,NA,NA
724,Indiana,Kentucky,3,4,2,6,4,9,-1,-5,17:23:54,17:26:26,275,1191,208.0,63.0,790.0,235.0,-81,-30,-104,-28,-4,0,555.0,145.0,-76,-51,IndianaKentucky,410.0,278.0,0.0,NA,NA,-25,6,0,NA,NA,-4,-2,-2,NA,NA,132.0,97.0,181.0,NA,NA,-31,7,-1,NA,NA,-2,0,0,NA,NA
725,Indiana,Kentucky,4,5,4,9,5,9,1,-4,17:26:26,17:29:44,211,1402,149.0,42.0,939.0,277.0,-32,-1,-136,-29,-5,0,662.0,107.0,-107,-31,IndianaKentucky,555.0,410.0,278.0,0.0,NA,-76,-25,6,0,NA,-5,-4,-2,-2,NA,145.0,132.0,97.0,181.0,NA,-51,-31,7,-1,NA,-1,-2,0,0,NA
726,Indiana,Kentucky,5,6,5,9,10,9,5,1,17:29:44,17:32:26,74,1476,53.0,5.0,992.0,282.0,2,-3,-134,-32,-4,-2,710.0,48.0,-102,5,IndianaKentucky,662.0,555.0,410.0,278.0,0.0,-107,-76,-25,6,0,-4,-5,-4,-2,-2,107.0,145.0,132.0,97.0,181.0,-31,-51,-31,7,-1,1,-1,-2,0,0
727,Indiana,Kentucky,7,8,10,9,10,11,-2,-1,17:35:33,17:38:15,116,1592,71.0,44.0,1063.0,326.0,-1,13,-135,-19,1,-1,737.0,27.0,-116,-14,IndianaKentucky,710.0,662.0,555.0,410.0,278.0,-102,-107,-76,-25,6,1,-4,-5,-4,-2,48.0,107.0,145.0,132.0,97.0,5,-31,-51,-31,7,5,1,-1,-2,0
728,Indiana,Kentucky,8,9,10,11,13,15,-1,-2,17:38:15,17:41:54,550,2142,364.0,106.0,1427.0,432.0,-42,-10,-177,-29,-1,1,995.0,258.0,-148,-32,IndianaKentucky,737.0,710.0,662.0,555.0,410.0,-116,-102,-107,-76,-25,-1,1,-4,-5,-4,27.0,48.0,107.0,145.0,132.0,-14,5,-31,-51,-31,-2,5,1,-1,-2
729,Indiana,Kentucky,9,10,13,15,13,18,-3,-5,17:41:54,17:44:36,470,2612,356.0,92.0,1783.0,524.0,-86,-2,-263,-31,-2,5,1259.0,264.0,-232,-84,IndianaKentucky,995.0,737.0,710.0,662.0,555.0,-148,-116,-102,-107,-76,-2,-1,1,-4,-5,258.0,27.0,48.0,107.0,145.0,-32,-14,5,-31,-51,-1,-2,5,1,-1
730,Indiana,Kentucky,10,11,13,18,13,20,-2,-7,17:44:36,17:46:17,236,2848,168.0,48.0,1951.0,572.0,-6,20,-269,-11,-5,-2,1379.0,120.0,-258,-26,IndianaKentucky,1259.0,995.0,737.0,710.0,662.0,-232,-148,-116,-102,-107,-5,-2,-1,1,-4,264.0,258.0,27.0,48.0,107.0,-84,-32,-14,5,-31,-3,-1,-2,5,1
731,Indiana,Kentucky,11,12,13,20,17,22,2,-5,17:46:17,17:50:42,491,3339,313.0,109.0,2264.0,681.0,-27,14,-296,3,-7,-1,1583.0,204.0,-299,-41,IndianaKentucky,1379.0,1259.0,995.0,737.0,710.0,-258,-232,-148,-116,-102,-7,-5,-2,-1,1,120.0,264.0,258.0,27.0,48.0,-26,-84,-32,-14,5,-2,-3,-1,-2,5
732,Indiana,Kentucky,12,13,17,22,17,22,0,-5,17:50:42,17:53:06,288,3627,214.0,46.0,2478.0,727.0,-60,0,-356,3,-5,-3,1751.0,168.0,-359,-60,IndianaKentucky,1583.0,1379.0,1259.0,995.0,737.0,-299,-258,-232,-148,-116,-5,-7,-5,-2,-1,204.0,120.0,264.0,258.0,27.0,-41,-26,-84,-32,-14,2,-2,-3,-1,-2
733,Indiana,Kentucky,13,14,17,22,20,22,3,-2,17:53:06,17:55:45,380,4007,278.0,84.0,2756.0,811.0,-30,2,-386,5,-5,-2,1945.0,194.0,-391,-32,IndianaKentucky,1751.0,1583.0,1379.0,1259.0,995.0,-359,-299,-258,-232,-148,-5,-5,-7,-5,-2,168.0,204.0,120.0,264.0,258.0,-60,-41,-26,-84,-32,0,2,-2,-3,-1
734,Indiana,Kentucky,14,15,20,22,22,25,-1,-3,17:55:45,17:59:57,456,4463,320.0,58.0,3076.0,869.0,28,0,-358,5,-2,2,2207.0,262.0,-363,28,IndianaKentucky,1945.0,1751.0,1583.0,1379.0,1259.0,-391,-359,-299,-258,-232,-2,-5,-5,-7,-5,194.0,168.0,204.0,120.0,264.0,-32,-60,-41,-26,-84,3,0,2,-2,-3
735,Indiana,Kentucky,15,16,22,25,24,27,0,-3,17:59:57,18:02:06,248,4711,166.0,36.0,3242.0,905.0,10,14,-348,19,-3,0,2337.0,130.0,-367,-4,IndianaKentucky,2207.0,1945.0,1751.0,1583.0,1379.0,-363,-391,-359,-299,-258,-3,-2,-5,-5,-7,262.0,194.0,168.0,204.0,120.0,28,-32,-60,-41,-26,-1,3,0,2,-2
736,Indiana,Kentucky,16,17,24,27,26,27,2,-1,18:02:06,18:05:33,474,5185,284.0,114.0,3526.0,1019.0,10,12,-338,31,-3,3,2507.0,170.0,-369,-2,IndianaKentucky,2337.0,2207.0,1945.0,1751.0,1583.0,-367,-363,-391,-359,-299,-3,-3,-2,-5,-5,130.0,262.0,194.0,168.0,204.0,-4,28,-32,-60,-41,0,-1,3,0,2
737,Indiana,Kentucky,17,18,26,27,26,29,-2,-3,18:05:33,18:08:36,2094,7279,1750.0,222.0,5276.0,1241.0,434,0,96,31,-1,-1,4035.0,1528.0,65,434,IndianaKentucky,2507.0,2337.0,2207.0,1945.0,1751.0,-369,-367,-363,-391,-359,-1,-3,-3,-2,-5,170.0,130.0,262.0,194.0,168.0,-2,-4,28,-32,-60,2,0,-1,3,0
738,Indiana,Kentucky,18,19,26,29,32,30,5,2,18:08:36,18:11:54,1022,8301,836.0,124.0,6112.0,1365.0,74,20,170,51,-3,0,4747.0,712.0,119,54,IndianaKentucky,4035.0,2507.0,2337.0,2207.0,1945.0,65,-369,-367,-363,-391,-3,-1,-3,-3,-2,1528.0,170.0,130.0,262.0,194.0,434,-2,-4,28,-32,-2,2,0,-1,3
739,Indiana,Kentucky,19,20,32,30,33,32,-1,1,18:11:54,18:14:51,626,8927,496.0,58.0,6608.0,1423.0,70,8,240,59,2,2,5185.0,438.0,181,62,IndianaKentucky,4747.0,4035.0,2507.0,2337.0,2207.0,119,65,-369,-367,-363,2,-3,-1,-3,-3,712.0,1528.0,170.0,130.0,262.0,54,434,-2,-4,28,5,-2,2,0,-1
740,Indiana,Kentucky,20,21,33,32,35,32,2,3,18:14:51,18:37:36,232,9159,189.0,21.0,6797.0,1444.0,28,5,268,64,1,-2,5353.0,168.0,204,23,IndianaKentucky,5185.0,4747.0,4035.0,2507.0,2337.0,181,119,65,-369,-367,1,2,-3,-1,-3,438.0,712.0,1528.0,170.0,130.0,62,54,434,-2,-4,-1,5,-2,2,0
741,Gonzaga,Utah,0,1,0,0,2,0,0,2,20:43:00,20:44:52,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,NA,0.0,0.0,0,0,GonzagaUtah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,Gonzaga,Utah,1,2,0,0,5,3,0,2,20:44:52,20:47:00,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,NA,0.0,0.0,0,0,GonzagaUtah,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,2,NA,NA,NA,NA,0.0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA
743,Gonzaga,Utah,2,3,0,0,8,5,0,3,20:47:00,20:48:39,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,NA,0.0,0.0,0,0,GonzagaUtah,0.0,0.0,NA,NA,NA,0,0,NA,NA,NA,2,2,NA,NA,NA,0.0,0.0,NA,NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA
744,Gonzaga,Utah,19,20,42,27,44,29,0,15,21:25:20,21:27:48,53,53,29.0,26.0,29.0,26.0,6,-3,6,-3,15,0,3.0,3.0,9,9,GonzagaUtah,0.0,0.0,0.0,NA,NA,0,0,0,NA,NA,3,2,2,NA,NA,0.0,0.0,0.0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA
745,Gonzaga,Utah,20,21,44,29,46,29,2,17,21:27:48,21:50:08,653,706,318.0,368.0,347.0,394.0,-18,-34,-12,-37,15,0,-47.0,-50.0,25,16,GonzagaUtah,3.0,0.0,0.0,0.0,NA,9,0,0,0,NA,15,3,2,2,NA,3.0,0.0,0.0,0.0,NA,9,0,0,0,NA,0,0,0,0,NA
746,Gonzaga,Utah,21,22,46,29,48,31,0,17,21:50:08,21:51:51,50,756,20.0,33.0,367.0,427.0,4,-2,-8,-39,17,0,-60.0,-13.0,31,6,GonzagaUtah,-47.0,3.0,0.0,0.0,0.0,25,9,0,0,0,17,15,3,2,2,-50.0,3.0,0.0,0.0,0.0,16,9,0,0,0,2,0,0,0,0
747,Gonzaga,Utah,22,23,48,31,51,31,3,20,21:51:51,21:54:29,46,802,19.0,28.0,386.0,455.0,-3,-3,-11,-42,17,0,-69.0,-9.0,31,0,GonzagaUtah,-60.0,-47.0,3.0,0.0,0.0,31,25,9,0,0,17,17,15,3,2,-13.0,-50.0,3.0,0.0,0.0,6,16,9,0,0,0,2,0,0,0
748,Gonzaga,Utah,23,24,51,31,53,31,2,22,21:54:29,21:56:53,52,854,26.0,28.0,412.0,483.0,-1,3,-12,-39,20,2,-71.0,-2.0,27,-4,GonzagaUtah,-69.0,-60.0,-47.0,3.0,0.0,31,31,25,9,0,20,17,17,15,3,-9.0,-13.0,-50.0,3.0,0.0,0,6,16,9,0,3,0,2,0,0
749,Gonzaga,Utah,24,25,53,31,53,31,0,22,21:56:53,21:58:50,55,909,33.0,24.0,445.0,507.0,0,-12,-12,-51,22,0,-62.0,9.0,39,12,GonzagaUtah,-71.0,-69.0,-60.0,-47.0,3.0,27,31,31,25,9,22,20,17,17,15,-2.0,-9.0,-13.0,-50.0,3.0,-4,0,6,16,9,2,3,0,2,0
750,Gonzaga,Utah,25,26,53,31,55,37,-4,18,21:58:50,22:01:09,84,993,33.0,55.0,478.0,562.0,-1,-7,-13,-58,22,3,-84.0,-22.0,45,6,GonzagaUtah,-62.0,-71.0,-69.0,-60.0,-47.0,39,27,31,31,25,22,22,20,17,17,9.0,-2.0,-9.0,-13.0,-50.0,12,-4,0,6,16,0,2,3,0,2
751,Gonzaga,Utah,26,27,55,37,57,39,0,18,22:01:09,22:03:40,81,1074,39.0,45.0,517.0,607.0,17,3,4,-55,18,2,-90.0,-6.0,59,14,GonzagaUtah,-84.0,-62.0,-71.0,-69.0,-60.0,45,39,27,31,31,18,22,22,20,17,-22.0,9.0,-2.0,-9.0,-13.0,6,12,-4,0,6,-4,0,2,3,0
752,Gonzaga,Utah,27,28,57,39,60,39,3,21,22:03:40,22:05:37,60,1134,24.0,40.0,541.0,647.0,3,1,7,-54,18,0,-106.0,-16.0,61,2,GonzagaUtah,-90.0,-84.0,-62.0,-71.0,-69.0,59,45,39,27,31,18,18,22,22,20,-6.0,-22.0,9.0,-2.0,-9.0,14,6,12,-4,0,0,-4,0,2,3
753,Gonzaga,Utah,28,29,60,39,62,39,2,23,22:05:37,22:08:01,60,1194,19.0,42.0,560.0,689.0,3,6,10,-48,21,-4,-129.0,-23.0,58,-3,GonzagaUtah,-106.0,-90.0,-84.0,-62.0,-71.0,61,59,45,39,27,21,18,18,22,22,-16.0,-6.0,-22.0,9.0,-2.0,2,14,6,12,-4,3,0,-4,0,2
754,Gonzaga,Utah,29,30,62,39,62,39,0,23,22:08:01,22:09:58,51,1245,16.0,32.0,576.0,721.0,1,1,11,-47,23,0,-145.0,-16.0,58,0,GonzagaUtah,-129.0,-106.0,-90.0,-84.0,-62.0,58,61,59,45,39,23,21,18,18,22,-23.0,-16.0,-6.0,-22.0,9.0,-3,2,14,6,12,2,3,0,-4,0
755,Gonzaga,Utah,30,31,62,39,64,41,0,23,22:09:58,22:12:33,83,1328,29.0,62.0,605.0,783.0,6,0,17,-47,23,3,-178.0,-33.0,64,6,GonzagaUtah,-145.0,-129.0,-106.0,-90.0,-84.0,58,58,61,59,45,23,23,21,18,18,-16.0,-23.0,-16.0,-6.0,-22.0,0,-3,2,14,6,0,2,3,0,-4
756,Gonzaga,Utah,31,32,64,41,67,44,0,23,22:12:33,22:14:15,49,1377,23.0,33.0,628.0,816.0,2,-2,19,-49,23,2,-188.0,-10.0,68,4,GonzagaUtah,-178.0,-145.0,-129.0,-106.0,-90.0,64,58,58,61,59,23,23,23,21,18,-33.0,-16.0,-23.0,-16.0,-6.0,6,0,-3,2,14,0,0,2,3,0
757,Gonzaga,Utah,32,33,67,44,69,44,2,25,22:14:15,22:16:36,89,1466,37.0,58.0,665.0,874.0,5,7,24,-42,23,0,-209.0,-21.0,66,-2,GonzagaUtah,-188.0,-178.0,-145.0,-129.0,-106.0,68,64,58,58,61,23,23,23,23,21,-10.0,-33.0,-16.0,-23.0,-16.0,4,6,0,-3,2,0,0,0,2,3
758,Gonzaga,Utah,33,34,69,44,71,44,2,27,22:16:36,22:19:09,122,1588,66.0,68.0,731.0,942.0,1,-8,25,-50,25,0,-211.0,-2.0,75,9,GonzagaUtah,-209.0,-188.0,-178.0,-145.0,-129.0,66,68,64,58,58,25,23,23,23,23,-21.0,-10.0,-33.0,-16.0,-23.0,-2,4,6,0,-3,2,0,0,0,2
759,Gonzaga,Utah,34,35,71,44,73,48,-2,25,22:19:09,22:21:18,114,1702,63.0,58.0,794.0,1000.0,-5,-14,20,-64,27,0,-206.0,5.0,84,9,GonzagaUtah,-211.0,-209.0,-188.0,-178.0,-145.0,75,66,68,64,58,27,25,23,23,23,-2.0,-21.0,-10.0,-33.0,-16.0,9,-2,4,6,0,2,2,0,0,0
760,Gonzaga,Utah,35,36,73,48,76,48,3,28,22:21:18,22:23:23,120,1822,76.0,53.0,870.0,1053.0,22,-2,42,-66,25,2,-183.0,23.0,108,24,GonzagaUtah,-206.0,-211.0,-209.0,-188.0,-178.0,84,75,66,68,64,25,27,25,23,23,5.0,-2.0,-21.0,-10.0,-33.0,9,9,-2,4,6,-2,2,2,0,0
761,Gonzaga,Utah,36,37,76,48,80,50,2,30,22:23:23,22:26:01,120,1942,75.0,54.0,945.0,1107.0,24,-3,66,-69,28,2,-162.0,21.0,135,27,GonzagaUtah,-183.0,-206.0,-211.0,-209.0,-188.0,108,84,75,66,68,28,25,27,25,23,23.0,5.0,-2.0,-21.0,-10.0,24,9,9,-2,4,3,-2,2,2,0
762,Gonzaga,Utah,37,38,80,50,80,54,-4,26,22:26:01,22:28:18,168,2110,117.0,63.0,1062.0,1170.0,30,-14,96,-83,30,-2,-108.0,54.0,179,44,GonzagaUtah,-162.0,-183.0,-206.0,-211.0,-209.0,135,108,84,75,66,30,28,25,27,25,21.0,23.0,5.0,-2.0,-21.0,27,24,9,9,-2,2,3,-2,2,2
763,Gonzaga,Utah,38,39,80,54,80,54,0,26,22:28:18,22:30:42,205,2315,140.0,63.0,1202.0,1233.0,27,3,123,-80,26,3,-31.0,77.0,203,24,GonzagaUtah,-108.0,-162.0,-183.0,-206.0,-211.0,179,135,108,84,75,26,30,28,25,27,54.0,21.0,23.0,5.0,-2.0,44,27,24,9,9,-4,2,3,-2,2
764,Gonzaga,Utah,39,40,80,54,82,59,-3,23,22:30:42,22:32:50,119,2434,84.0,41.0,1286.0,1274.0,35,13,158,-67,26,2,12.0,43.0,225,22,GonzagaUtah,-31.0,-108.0,-162.0,-183.0,-206.0,203,179,135,108,84,26,26,30,28,25,77.0,54.0,21.0,23.0,5.0,24,44,27,24,9,0,-4,2,3,-2
765,Yale,Duke,0,1,0,0,2,3,0,-1,14:48:00,14:50:30,293,0,77.0,204.0,0.0,0.0,9,-58,0,0,0,NA,0.0,-127.0,0,67,YaleDuke,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
